"gene_symbol" "FPKM" "count"
"MIR4740" 0 0
"MIR3186" 0 0
"ACTG1" 946.839 39907
"FSCN2" 0.258127 9
"C17orf70" 7.4859 632
"NPLOC4" 28.3417 2812
"TSPAN10" 1.55096 54
"PDE6G" 0.615153 12
"OXLD1" 13.2776 132
"CCDC137" 14.4711 654
"ARL16" 12.1464 290
"HGS" 21.3922 1407
"MIR6786" 0 0
"MRPL12" 49.1257 949
"SLC25A10" 14.9346 636
"GCGR" 0.0227494 1
"FAM195B" 20.169 466
"PPP1R27" 0.0704695 1
"P4HB" 358.459 20224
"ARHGDIA" 105.058 4259
"ALYREF" 42.8889 912
"ANAPC11" 39.5662 664
"NPB" 0.709195 7
"PCYT2" 6.21991 453
"SIRT7" 11.0702 402
"MAFG" 5.27125 606
"MAFG-AS1" 1.11922 45
"PYCR1" 8.15082 329
"MYADML2" 0.0187167 1
"NOTUM" 0.397074 19
"ASPSCR1" 7.45341 292
"STRA13" 34.2242 457
"LRRC45" 4.21661 240
"RAC3" 4.61101 94
"DCXR" 38.1626 567
"RFNG" 11.6013 448
"GPS1" 28.3505 1148
"DUS1L" 33.9462 1355
"FASN" 27.9344 5474
"CCDC57" 1.46161 97
"SLC16A3" 4.66617 204
"MIR6787" 0 0
"CSNK1D" 22.3984 1894
"CD7" 5.02348 129
"SECTM1" 13.8076 682
"TEX19" 0.0485674 2
"UTS2R" 0.0434838 1
"OGFOD3" 4.54691 461
"C17orf62" 17.9047 757
"HEXDC" 2.43909 106
"NARF" 19.5137 669
"FOXK2" 10.0974 1213
"WDR45B" 39.5707 2240
"RAB40B" 7.89651 292
"FN3KRP" 14.4677 558
"FN3K" 1.29959 38
"TBCD" 11.7298 1174
"ZNF750" 59.0107 4188
"B3GNTL1" 1.35457 38
"METRNL" 84.7536 2275
"FLJ43681" 3.50584 171
"LOC102723376" 0 0
"ROCK1P1" 4.17768 224
"MIR8078" 0 0
"USP14" 16.021 1504
"THOC1" 6.4987 295
"COLEC12" 6.69375 466
"CETN1" 0 0
"CLUL1" 0.212572 10
"TYMS" 7.22548 174
"TYMSOS" 0.851972 13
"ENOSF1" 6.54112 481
"YES1" 20.7359 2207
"ADCYAP1" 0.310399 22
"LINC00470" 0.149667 6
"METTL4" 1.6983 140
"NDC80" 4.7668 223
"CBX3P2" 0.686223 20
"SMCHD1" 6.17184 1241
"EMILIN2" 6.60491 597
"LPIN2" 3.85787 552
"LOC727896" 0.958698 73
"MYOM1" 0.19657 25
"MYL12A" 215.677 5262
"MYL12B" 428.452 8171
"TGIF1" 15.287 502
"LOC100505592" 0.562053 4
"DLGAP1" 0.0635814 8
"DLGAP1-AS1" 0.638448 12
"DLGAP1-AS2" 2.33454 40
"DLGAP1-AS3" 0 0
"MIR6718" 0 0
"DLGAP1-AS4" 0 0
"DLGAP1-AS5" 0.0139551 1
"C18orf42" 0 0
"LINC00526" 1.41085 37
"LINC00667" 4.71952 423
"ZBTB14" 5.75107 436
"EPB41L3" 5.67614 507
"LOC645355" 0 0
"MIR3976" 0 0
"TMEM200C" 0.294117 12
"L3MBTL4" 2.38895 192
"LOC101927150" 0.136866 6
"MIR4317" 0 0
"C18orf64" 0.104844 1
"ARHGAP28" 2.05508 260
"LINC00668" 0.0543649 2
"LAMA1" 0.10247 23
"LRRC30" 0 0
"PTPRM" 4.38072 558
"LOC100192426" 0 0
"RAB12" 27.6891 1272
"MTCL1" 1.40883 197
"NDUFV2" 97.9762 1694
"LOC101927275" 0.981547 14
"ANKRD12" 4.5235 1193
"TWSG1" 18.0252 1521
"RALBP1" 47.1917 4652
"PPP4R1" 37.3284 3320
"LOC101927323" 0 0
"RAB31" 25.9354 2335
"TXNDC2" 0 0
"VAPA" 23.9211 3795
"LINC01254" 0.0987862 3
"APCDD1" 171.361 9600
"NAPG" 8.02076 669
"LOC101927410" 0 0
"PIEZO2" 0.429612 97
"LINC01255" 0 0
"SLC35G4P" 0 0
"MIR7153" 0 0
"GNAL" 2.14645 284
"MPPE1" 7.56122 272
"CHMP1B" 39.0064 2647
"IMPA2" 176.135 5582
"ANKRD62" 0.148736 16
"C18orf61" 0.318665 19
"CIDEA" 13.0086 307
"TUBB6" 95.5945 3660
"AFG3L2" 28.8385 2058
"SLMO1" 0.444498 16
"SPIRE1" 9.1498 1071
"PSMG2" 49.4803 1028
"CEP76" 4.99311 304
"LOC100996324" 0 0
"PTPN2" 20.849 819
"SEH1L" 15.2151 1066
"CEP192" 2.47083 456
"LDLRAD4" 1.95477 390
"LDLRAD4-AS1" 0 0
"MIR5190" 0 0
"MIR4526" 0 0
"FAM210A" 3.57036 343
"RNMT" 8.21944 1171
"MC5R" 0.414563 11
"MC2R" 0.244147 20
"ZNF519" 0.320178 37
"ANKRD20A5P" 0.0360496 3
"CYP4F35P" 0.110248 7
"CXADRP3" 1.19612 40
"POTEC" 0.0206325 1
"ANKRD30B" 0 0
"MIR3156-2" 0 0
"LOC400644" 0.353206 14
"LOC101927642" 0 0
"LOC644669" 0.133329 6
"ROCK1" 8.0703 1235
"GREB1L" 0.100804 14
"ESCO1" 4.1561 424
"SNRPD1" 21.449 726
"ABHD3" 2.80427 124
"MIR320C1" 0 0
"MIB1" 6.70207 1490
"MIR133A1HG" 0 0
"MIR133A1" 0 0
"MIR1-2" 0 0
"GATA6-AS1" 0 0
"GATA6" 0.353538 30
"CTAGE1" 0.102406 10
"LOC101927571" 0.861623 3
"RBBP8" 10.7978 784
"MIR4741" 0 0
"CABLES1" 4.32021 436
"TMEM241" 4.81535 319
"RIOK3" 34.5548 3142
"C18orf8" 6.76796 321
"NPC1" 10.5483 1117
"ANKRD29" 2.31805 114
"LAMA3" 7.85413 1132
"TTC39C" 18.9089 1344
"LOC102724246" 0.114662 2
"CABYR" 0.311146 9
"OSBPL1A" 13.9606 1003
"MIR320C2" 0 0
"IMPACT" 11.9153 1006
"HRH4" 0.447899 35
"LOC729950" 0.0794932 4
"ZNF521" 3.04709 345
"SS18" 30.9834 2317
"PSMA8" 0 0
"TAF4B" 3.01784 326
"LOC100506787" 0.0740623 1
"KCTD1" 51.0673 2001
"MIR8057" 0 0
"PCAT18" 0.492143 28
"AQP4" 0.0256781 3
"AQP4-AS1" 0.461502 24
"CHST9" 0.104275 5
"CDH2" 0.212367 21
"MIR302F" 0 0
"DSC3" 258.514 45895
"DSC2" 41.4771 4944
"LOC101927698" 0.59872 5
"DSC1" 262.131 24403
"DSG1" 458.088 57029
"LOC101927718" 196.567 48
"DSG4" 0.162079 13
"DSG3" 67.9658 8631
"DSG2" 4.01819 520
"LOC100652770" 0.448465 0
"TTR" 0.0579621 1
"B4GALT6" 0.95894 105
"SLC25A52" 0.55667 13
"TRAPPC8" 12.7786 1836
"RNF125" 3.51878 475
"RNF138" 9.59824 713
"MEP1B" 0 0
"GAREM" 6.97717 1132
"WBP11P1" 1.30755 86
"KLHL14" 0.0518838 5
"CCDC178" 0.135501 10
"ASXL3" 0.0226468 4
"NOL4" 0 0
"DTNA" 0.789588 88
"MAPRE2" 8.87084 855
"ZNF397" 1.68192 88
"ZSCAN30" 1.718 153
"ZNF271" 3.19625 373
"ZNF24" 11.832 1716
"ZNF396" 0.521138 32
"INO80C" 12.7071 238
"MIR3975" 0 0
"GALNT1" 39.095 3375
"MIR187" 0 0
"C18orf21" 14.7658 297
"RPRD1A" 12.8793 1242
"SLC39A6" 86.7187 7022
"ELP2" 17.5826 1023
"MOCOS" 4.57001 274
"FHOD3" 0.967884 109
"KIAA1328" 1.18611 129
"TPGS2" 24.2706 1321
"CELF4" 0.045067 4
"MIR4318" 0 0
"LINC00669" 0.541261 25
"MIR5583-2" 0 0
"MIR5583-1" 0 0
"LOC101927900" 0 0
"KC6" 0 0
"PIK3C3" 9.99606 680
"LINC00907" 0.827126 45
"RIT2" 0 0
"SYT4" 0.0108164 1
"LOC101927921" 0.0225546 1
"SETBP1" 1.55883 326
"MIR4319" 0 0
"SLC14A2" 0.362269 34
"FLJ44087" 0 0
"SLC14A1" 0.10057 9
"SIGLEC15" 0.323111 10
"EPG5" 3.78909 1124
"PSTPIP2" 7.44708 499
"ATP5A1" 289.401 11814
"HAUS1" 18.0401 398
"C18orf25" 5.80372 705
"RNF165" 0.378593 42
"LOXHD1" 0.0632059 8
"ST8SIA5" 0 0
"PIAS2" 3.35434 339
"KATNAL2" 0.576256 36
"TCEB3CL2" 9.48833e-06 0
"TCEB3CL" 0 0
"TCEB3C" 0 0
"TCEB3B" 0 0
"HDHD2" 12.2318 576
"IER3IP1" 47.0811 1456
"SKOR2" 0 0
"SMAD2" 7.69317 1871
"ZBTB7C" 25.0444 2359
"CTIF" 3.19549 421
"MIR4743" 0 0
"SMAD7" 3.28241 180
"DYM" 13.6791 786
"MIR4744" 0 0
"C18orf32" 19.8538 31
"RPL17-C18orf32" 2.06031 0
"RPL17" 1320.56 1715
"SNORD58B" 0.891175 0
"MIR1539" 0 0
"SNORD58C" 41.7426 2
"SNORD58A" 0 0
"LIPG" 1.55046 145
"ACAA2" 18.6957 769
"SCARNA17" 0.19164 1
"SNHG22" 0.0595944 2
"MYO5B" 11.3289 2506
"MIR4320" 0 0
"CCDC11" 0.233637 8
"MBD1" 20.938 1361
"CXXC1" 9.85266 641
"SKA1" 2.49125 158
"MAPK4" 0.13006 14
"MRO" 0.305607 34
"ME2" 5.35494 561
"ELAC1" 3.54552 171
"SMAD4" 6.40532 1303
"MEX3C" 9.68524 906
"LOC100287225" 0.15515 11
"DCC" 0.00841813 2
"LOC102724651" 0 0
"LOC101928167" 0 0
"MBD2" 19.1329 2256
"SNORA37" 0 0
"POLI" 1.58964 221
"STARD6" 0 0
"C18orf54" 0.671041 80
"DYNAP" 0.276881 12
"RAB27B" 20.0363 3235
"CCDC68" 0.385195 35
"LOC101927229" 0.0588004 4
"TCF4" 12.4585 2211
"MIR4529" 0 0
"LOC101927273" 0 0
"LOC100505474" 0.0751004 3
"TXNL1" 58.826 1570
"WDR7" 3.07126 509
"LINC-ROR" 0.088214 5
"BOD1L2" 0.0535667 4
"ST8SIA3" 0.0169327 4
"ONECUT2" 0.00264608 1
"FECH" 3.68595 618
"NARS" 45.1039 2850
"LOC100505549" 0.780662 33
"ATP8B1" 7.95429 1067
"NEDD4L" 1.08591 211
"MIR122" 0 0
"MIR3591" 0 0
"ALPK2" 0.0356069 6
"LOC101927322" 0.0839353 2
"MALT1" 11.247 1279
"ZNF532" 4.89027 726
"OACYLP" 0 0
"SEC11C" 44.0303 606
"GRP" 0.456625 7
"RAX" 0.281244 20
"CPLX4" 0.023898 1
"LMAN1" 21.5239 2367
"CCBE1" 2.25977 325
"PMAIP1" 9.76205 402
"MC4R" 0.0340615 1
"CDH20" 0.0634976 4
"LOC100996669" 0.0558758 4
"RNF152" 3.30967 126
"PIGN" 9.15792 1006
"KIAA1468" 13.7383 1713
"TNFRSF11A" 3.82867 398
"ZCCHC2" 3.53311 448
"PHLPP1" 6.39058 942
"BCL2" 3.8161 556
"KDSR" 17.3002 2052
"VPS4B" 35.1019 2647
"SERPINB5" 205.735 11874
"SERPINB12" 131.005 3150
"SERPINB13" 57.3901 4056
"SERPINB4" 614.285 22131
"SERPINB3" 623.703 23328
"SERPINB11" 0.0245383 1
"SERPINB7" 104.688 4432
"SERPINB2" 56.9244 2310
"SERPINB10" 1.23055 29
"HMSD" 0.596407 6
"SERPINB8" 37.6181 2334
"LINC00305" 0 0
"LOC284294" 0 0
"LOC400654" 0 0
"CDH7" 0 0
"CDH19" 0.805846 115
"MIR5011" 0 0
"DSEL" 0.80267 173
"LOC643542" 0 0
"TMX3" 12.1271 1307
"CCDC102B" 1.62816 97
"DOK6" 0.188961 39
"CD226" 1.53927 89
"RTTN" 0.892457 146
"SOCS6" 4.76145 638
"LOC101060542" 0.172951 10
"GTSCR1" 0.106165 1
"LOC100505776" 0.0502146 3
"CBLN2" 0.125156 8
"NETO1" 0.0587343 7
"LOC400655" 0.343505 20
"LOC100505817" 0.216081 5
"FBXO15" 0.0831419 3
"TIMM21" 10.2094 323
"CYB5A" 99.5992 1507
"C18orf63" 0 0
"FAM69C" 1.19004 52
"CNDP2" 20.4294 2362
"CNDP1" 0.0210975 1
"LINC00909" 2.36845 183
"ZNF407" 1.95345 362
"ZADH2" 5.64216 709
"TSHZ1" 7.94927 905
"SMIM21" 0 0
"LOC339298" 0 0
"ZNF516" 2.85491 571
"FLJ44313" 0.2695 12
"LINC00908" 0.804667 39
"LINC00683" 0.104286 5
"LOC101927651" 0.286266 0
"LOC100131655" 0.693261 18
"ZNF236" 1.25503 236
"MBP" 19.3467 2046
"GALR1" 0.0163045 1
"LINC01029" 0.0379935 1
"SALL3" 0 0
"ATP9B" 3.35537 331
"NFATC1" 3.88774 304
"CTDP1" 10.5307 802
"KCNG2" 0.0702237 2
"PQLC1" 25.1156 1351
"HSBP1L1" 17.8086 230
"TXNL4A" 27.2487 767
"RBFA" 2.57057 334
"RBFADN" 0 0
"ADNP2" 6.92135 852
"PARD6G-AS1" 1.08176 17
"PARD6G" 25.1295 2167
"WASH5P" 4.86185 108
"FAM138A" 0.0453564 0
"OR4F17" 0 0
"LINC01002" 1.12694 125
"PPAP2C" 24.7933 651
"MIER2" 8.9493 544
"THEG" 0.120037 3
"C2CD4C" 0.0720671 5
"SHC2" 1.26779 68
"ODF3L2" 0 0
"MADCAM1" 0 0
"TPGS1" 8.16881 177
"CDC34" 34.344 1014
"GZMM" 2.97703 52
"BSG" 144.491 5280
"HCN2" 0.564888 43
"POLRMT" 8.01861 684
"FGF22" 4.86378 36
"RNF126" 26.5186 912
"FSTL3" 2.40749 132
"PRSS57" 0 0
"PALM" 4.52374 287
"MISP" 0.254374 16
"PTBP1" 72.9966 5286
"MIR4745" 0 0
"LPPR3" 0.0200386 1
"MIR3187" 0 0
"AZU1" 0 0
"PRTN3" 0 0
"ELANE" 3.67182 63
"CFD" 126.056 2866
"MED16" 12.4086 798
"R3HDM4" 48.7355 1859
"KISS1R" 0.0591759 2
"ARID3A" 1.24341 77
"WDR18" 14.7623 473
"GRIN3B" 0.0689982 5
"TMEM259" 24.0316 1428
"CNN2" 48.9175 2617
"ABCA7" 2.25384 354
"HMHA1" 7.40148 856
"POLR2E" 32.3133 1862
"GPX4" 123.833 2146
"SBNO2" 17.7486 1917
"STK11" 15.345 1119
"C19orf26" 0.820156 46
"ATP5D" 92.6899 1279
"MIDN" 18.7075 1595
"CIRBP-AS1" 0.729601 20
"CIRBP" 127.632 3906
"C19orf24" 27.1414 447
"EFNA2" 0.0651186 3
"MUM1" 5.32301 495
"NDUFS7" 53.5227 743
"GAMT" 10.9696 258
"DAZAP1" 46.5279 2217
"RPS15" 942.274 7377
"APC2" 0.0804464 19
"C19orf25" 5.34841 260
"PCSK4" 0.218905 13
"REEP6" 7.26207 202
"ADAMTSL5" 0.539323 34
"PLK5" 0 0
"MEX3D" 7.2118 436
"MBD3" 27.3867 1434
"UQCR11" 50.1974 1350
"TCF3" 10.3183 1007
"ONECUT3" 0 0
"ATP8B3" 0.125435 15
"REXO1" 5.05939 525
"MIR1909" 0 0
"LOC100288123" 0.281449 8
"KLF16" 8.40731 536
"ABHD17A" 54.7891 1772
"ADAT3" 3.55694 120
"SCAMP4" 20.1269 1109
"CSNK1G2" 19.608 1258
"CSNK1G2-AS1" 0.037891 1
"BTBD2" 25.8155 1481
"MKNK2" 60.5579 4754
"MOB3A" 14.5235 1079
"IZUMO4" 0.983549 19
"AP3D1" 16.957 1919
"DOT1L" 5.04847 866
"PLEKHJ1" 23.644 569
"MIR6789" 15.6648 1
"MIR1227" 0 0
"SF3A2" 30.0079 1032
"AMH" 0.162314 7
"MIR4321" 0 0
"JSRP1" 0.178542 4
"OAZ1" 404.728 9073
"C19orf35" 0.978137 55
"LINGO3" 0.240254 11
"LSM7" 53.5161 405
"SPPL2B" 5.04478 428
"TMPRSS9" 0.0141424 1
"TIMM13" 30.0373 1270
"LMNB2" 16.8025 1772
"MIR7108" 0 0
"GADD45B" 13.3868 373
"GNG7" 0.781143 75
"DIRAS1" 0.500765 38
"SLC39A3" 10.6401 356
"SGTA" 20.0692 1007
"THOP1" 15.4427 861
"ZNF554" 2.10831 175
"ZNF555" 0.807643 160
"ZNF556" 0.736079 25
"ZNF57" 4.4891 192
"ZNF77" 1.53499 67
"TLE6" 0.0730987 3
"TLE2" 3.03305 169
"AES" 124.221 4362
"GNA11" 13.4486 1259
"GNA15" 36.1328 1795
"LOC100996351" 3.04349 8
"S1PR4" 3.02248 100
"NCLN" 11.1885 938
"CELF5" 0.0438308 5
"NFIC" 16.8789 3095
"SMIM24" 0.0596022 1
"DOHH" 8.15762 322
"FZR1" 11.0514 874
"C19orf71" 1.70371 17
"MFSD12" 14.6635 672
"HMG20B" 34.8827 1145
"GIPC3" 0.481072 47
"TBXA2R" 1.10594 63
"CACTIN-AS1" 0.0738299 2
"CACTIN" 5.4894 349
"PIP5K1C" 6.04848 692
"TJP3" 1.69274 117
"APBA3" 4.09046 190
"MRPL54" 50.7352 508
"RAX2" 0.194255 9
"MATK" 1.67146 74
"ZFR2" 0.118752 7
"ATCAY" 0.461811 53
"NMRK2" 0 0
"DAPK3" 13.2547 599
"MIR637" 15.1372 1
"EEF2" 709.677 49810
"SNORD37" 0 0
"PIAS4" 7.70789 280
"ZBTB7A" 18.6006 1872
"MAP2K2" 48.8158 1772
"CREB3L3" 0 0
"SIRT6" 6.60625 225
"ANKRD24" 0.0220286 2
"EBI3" 0.855326 19
"CCDC94" 13.3519 379
"SHD" 0.0532181 3
"TMIGD2" 1.28042 32
"FSD1" 0.127984 5
"STAP2" 48.3658 1416
"MPND" 10.0444 319
"SH3GL1" 64.8351 3444
"CHAF1A" 4.58578 342
"UBXN6" 52.2972 2048
"MIR4746" 46.4355 1
"HDGFRP2" 12.6622 655
"PLIN4" 0.835458 122
"PLIN5" 3.9498 210
"LRG1" 24.3617 911
"SEMA6B" 1.22752 109
"TNFAIP8L1" 5.21963 448
"C19orf10" 49.6224 1001
"DPP9" 7.498 719
"LOC100131094" 0.807378 16
"MIR7-3HG" 0 0
"MIR7-3" 0 0
"FEM1A" 18.0061 1557
"TICAM1" 4.62921 277
"PLIN3" 60.9809 3094
"ARRDC5" 0.0586404 2
"UHRF1" 5.51371 518
"MIR4747" 0 0
"KDM4B" 6.47301 829
"PTPRS" 5.13026 785
"ZNRF4" 0 0
"TINCR" 24.2501 2007
"SAFB2" 10.2318 757
"SAFB" 23.053 1591
"C19orf70" 33.3976 553
"HSD11B1L" 2.28471 84
"RPL36" 1616.02 8960
"LONP1" 16.3575 1066
"CATSPERD" 0 0
"PRR22" 0.742922 21
"DUS3L" 10.6371 442
"NRTN" 1.35322 29
"FUT6" 0.915225 61
"FUT3" 6.41 307
"LOC101928844" 0.170762 4
"FUT5" 0.778041 33
"NDUFA11" 72.0495 1040
"VMAC" 2.15111 75
"CAPS" 1.10959 36
"RANBP3" 11.8494 853
"LOC100128568" 0.0962227 1
"RFX2" 2.65578 243
"ACSBG2" 0 0
"MLLT1" 11.4917 1174
"ACER1" 46.697 983
"CLPP" 28.9186 653
"ALKBH7" 25.4299 681
"PSPN" 0 0
"GTF2F1" 26.9997 1506
"MIR6885" 0 0
"MIR6790" 0 0
"KHSRP" 35.0694 2531
"MIR3940" 0 0
"SLC25A41" 0.12484 4
"SLC25A23" 15.6679 1212
"CRB3" 20.7977 369
"DENND1C" 5.54087 324
"TUBB4A" 4.94309 259
"TNFSF9" 0.690706 24
"CD70" 1.0653 18
"TNFSF14" 0.912351 57
"C3" 85.5999 9956
"GPR108" 20.6053 917
"MIR6791" 0 0
"TRIP10" 17.4458 770
"SH2D3A" 7.03818 360
"VAV1" 2.68219 170
"EMR1" 0.18383 11
"EMR4P" 0.799004 48
"FLJ25758" 0 0
"MBD3L5" 0 0
"MBD3L4" 0 0
"MBD3L2" 0 0
"MBD3L3" 0 0
"ZNF557" 1.127 155
"INSR" 2.90941 610
"ARHGEF18" 7.12746 850
"LOC100128573" 1.30098 10
"PEX11G" 3.61858 76
"C19orf45" 0 0
"ZNF358" 12.0962 503
"MCOLN1" 10.7939 486
"PNPLA6" 9.92558 993
"CAMSAP3" 9.19292 854
"MIR6792" 56.564 1
"XAB2" 13.5973 792
"PET100" 140.68 468
"PCP2" 0.431613 3
"STXBP2" 21.102 846
"RETN" 0.608749 4
"MCEMP1" 0 0
"TRAPPC5" 60.409 688
"FCER2" 0.197191 6
"CLEC4G" 0.262627 7
"CD209" 3.36338 305
"CLEC4M" 0.0386202 2
"CLEC4GP1" 0.753229 31
"EVI5L" 7.17891 612
"FLJ22184" 0.152378 6
"LYPLA2P2" 2.76876 92
"LRRC8E" 5.34095 434
"MAP2K7" 10.4296 783
"TGFBR3L" 0.119816 3
"SNAPC2" 10.9129 340
"CTXN1" 0.872855 22
"TIMM44" 11.0307 471
"ELAVL1" 9.55223 1328
"CCL25" 0 0
"FBN3" 0.00480591 1
"CERS4" 41.7673 1598
"CD320" 6.7059 164
"NDUFA7" 47.197 430
"RPS28" 2131.34 9157
"KANK3" 1.61289 99
"ANGPTL4" 11.2105 441
"RAB11B-AS1" 3.95197 77
"RAB11B" 40.2436 1322
"MIR4999" 0 0
"MARCH2" 18.749 552
"HNRNPM" 87.1849 4705
"PRAM1" 0.209819 10
"ZNF414" 7.66141 195
"MYO1F" 4.33813 409
"ADAMTS10" 1.20011 105
"ACTL9" 0 0
"OR2Z1" 0 0
"ZNF558" 3.66938 245
"MBD3L1" 0 0
"MUC16" 0.00386362 4
"OR1M1" 0 0
"OR7G2" 0 0
"OR7G1" 0 0
"OR7G3" 0 0
"ZNF317" 6.78435 623
"OR7D2" 0.61321 44
"OR7D4" 0.153973 3
"OR7E24" 0.617396 12
"ZNF699" 0.6677 30
"ZNF559" 1.38887 86
"ZNF559-ZNF177" 3.79739e-05 0
"ZNF177" 0.224826 0
"ZNF266" 3.87402 328
"ZNF560" 0 0
"ZNF426" 3.28557 164
"ZNF121" 1.40627 51
"ZNF561" 9.96195 1026
"C19orf82" 2.73487 106
"ZNF562" 3.50065 459
"ZNF812" 0.651766 28
"ZNF846" 2.18073 100
"FBXL12" 5.69082 223
"UBL5" 230.069 1394
"PIN1" 26.1921 551
"OLFM2" 47.5132 1872
"COL5A3" 8.57675 1216
"RDH8" 0 0
"C3P1" 0 0
"C19orf66" 8.91713 407
"ANGPTL6" 2.95131 5
"PPAN" 8.90055 34
"PPAN-P2RY11" 1.94133 0
"P2RY11" 3.98895 7
"EIF3G" 97.6958 2036
"SNORD105" 0 0
"SNORD105B" 0 0
"DNMT1" 11.5385 1413
"S1PR2" 3.2379 260
"MIR4322" 0 0
"MRPL4" 41.3664 1178
"ICAM1" 9.43608 682
"ICAM4" 0.712806 18
"ICAM5" 0.12033 8
"ZGLP1" 0.189464 8
"FDX1L" 6.83705 104
"RAVER1" 9.46715 762
"ICAM3" 9.81939 366
"TYK2" 7.26625 697
"CDC37" 70.6517 2421
"MIR1181" 3.91751e-05 0
"PDE4A" 2.70397 282
"KEAP1" 30.7911 1740
"S1PR5" 10.9681 561
"ATG4D" 11.1659 467
"KRI1" 10.8782 614
"MIR1238" 0 0
"CDKN2D" 10.846 245
"AP1M2" 22.942 843
"SLC44A2" 40.7546 3091
"ILF3-AS1" 6.95993 299
"ILF3" 38.1367 3969
"QTRT1" 12.421 334
"DNM2" 42.5325 3497
"MIR638" 0 0
"MIR4748" 0 0
"MIR199A1" 0 0
"MIR6793" 0 0
"TMED1" 10.7335 388
"C19orf38" 2.08785 44
"CARM1" 17.2207 1131
"YIPF2" 19.5632 605
"C19orf52" 6.73443 191
"SMARCA4" 19.0942 2353
"LDLR" 10.5158 1231
"MIR6886" 0 0
"SPC24" 2.13981 23
"KANK2" 7.07357 827
"DOCK6" 7.49609 1101
"C19orf80" 0.125602 2
"TSPAN16" 0 0
"RAB3D" 45.337 4381
"TMEM205" 34.1264 499
"CCDC159" 5.13267 105
"LPPR2" 9.19613 546
"SWSAP1" 2.71082 94
"EPOR" 0.846384 45
"RGL3" 0.107912 6
"CCDC151" 0.0859392 4
"PRKCSH" 60.5211 2698
"ELAVL3" 0.0566546 6
"ZNF653" 1.54971 75
"ECSIT" 18.0349 554
"MIR7974" 0 0
"CNN1" 4.53276 149
"ELOF1" 33.4316 649
"ACP5" 46.4184 1492
"ZNF627" 3.87446 245
"ZNF833P" 0.398135 17
"ZNF823" 2.43878 127
"ZNF441" 1.0515 106
"ZNF491" 0.465977 29
"ZNF440" 4.12829 390
"ZNF439" 1.47073 82
"ZNF69" 1.3582 47
"ZNF700" 3.2095 205
"ZNF763" 0.765385 44
"ZNF433" 1.21227 61
"ZNF878" 0.32389 12
"ZNF844" 1.5841 99
"ZNF788" 1.59404 135
"ZNF20" 1.60737 1
"ZNF625-ZNF20" 3.29332e-09 0
"ZNF625" 0.535827 15
"ZNF136" 1.74983 117
"LOC100289333" 0 0
"ZNF44" 2.39558 141
"ZNF563" 1.75272 107
"ZNF442" 0.449565 28
"ZNF799" 1.50027 85
"ZNF443" 1.26581 74
"ZNF709" 0.789142 88
"ZNF564" 3.43547 224
"ZNF490" 1.67888 235
"ZNF791" 5.49137 299
"MAN2B1" 41.0623 2946
"WDR83" 8.23866 200
"WDR83OS" 82.1721 1111
"DHPS" 14.97 388
"FBXW9" 7.48845 273
"TNPO2" 13.9513 1579
"SNORD41" 0 0
"C19orf43" 88.7944 1494
"ASNA1" 52.0537 1332
"BEST2" 0.197226 8
"HOOK2" 7.27605 415
"JUNB" 93.5786 3587
"PRDX2" 137.134 2724
"RNASEH2A" 13.1199 293
"RTBDN" 0.291803 13
"MAST1" 0.455019 51
"MIR6794" 0 0
"DNASE2" 18.6528 800
"KLF1" 0.0596366 2
"GCDH" 7.16319 283
"SYCE2" 0.28783 5
"FARSA" 23.4636 920
"CALR" 261.516 10613
"MIR6515" 0 0
"RAD23A" 39.624 1509
"GADD45GIP1" 45.8159 611
"DAND5" 1.23839 45
"NFIX" 42.0121 5352
"LYL1" 1.8584 70
"TRMT1" 7.84751 364
"NACC1" 12.5536 1281
"STX10" 23.0905 597
"IER2" 52.7734 2310
"CACNA1A" 0.0849321 16
"CCDC130" 5.5942 190
"MRI1" 5.24544 368
"C19orf53" 46.424 780
"ZSWIM4" 4.48989 440
"LOC284454" 4.33916 162
"MIR24-2" 0 0
"MIR27A" 0 0
"MIR23A" 0 0
"MIR181C" 0 0
"MIR181D" 0 0
"NANOS3" 0 0
"C19orf57" 1.17717 62
"CC2D1A" 10.6458 869
"PODNL1" 1.75152 124
"DCAF15" 8.04944 393
"RFX1" 2.73399 271
"RLN3" 0 0
"IL27RA" 3.83943 224
"PALM3" 0.0613864 3
"LOC113230" 1.18531 32
"MIR1199" 0 0
"C19orf67" 0 0
"SAMD1" 10.3227 269
"PRKACA" 27.8698 1518
"ASF1B" 7.71058 280
"LOC100507373" 0.313705 20
"LPHN1" 3.26399 582
"CD97" 9.8411 706
"DDX39A" 26.3454 831
"PKN1" 10.0058 660
"PTGER1" 0 0
"GIPC1" 84.4994 3087
"DNAJB1" 89.2186 4303
"MIR639" 0 0
"TECR" 157.752 3618
"NDUFB7" 105.926 867
"CLEC17A" 0.18209 8
"EMR3" 0.0913908 4
"ZNF333" 1.45316 123
"EMR2" 1.83807 263
"OR7C1" 0.165898 3
"OR7A5" 0.130506 6
"OR7A10" 0.0578031 1
"OR7A17" 0.115606 2
"OR7C2" 0 0
"SLC1A6" 7.1053 283
"CCDC105" 0 0
"CASP14" 538.318 37599
"OR1I1" 0 0
"SYDE1" 2.55293 185
"ILVBL" 24.903 1258
"NOTCH3" 38.0176 7100
"MIR6795" 0 0
"EPHX3" 92.9951 3532
"BRD4" 12.1456 1377
